"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046394","carboxylic acid biosynthetic process","10/43","331/18986",0.0302114803625378,13.3394224689103,10.7901219389267,2.60766797748654e-09,3.4646492647393e-07,1.82100508550629e-07,"HSD17B10/CYP2C9/PTGS2/ALDH1A1/ALOX5/PTGS1/CYP3A4/FABP5/CYP2D6/CYP1A2",10
"GO:0036294","cellular response to decreased oxygen levels","8/43","163/18986",0.049079754601227,21.6704237409046,12.6273991794879,2.79012907083178e-09,3.4646492647393e-07,1.82100508550629e-07,"HIF1A/PTGS2/LMNA/PPARD/PPARG/PTPN1/TP53/TERT",8
"GO:1902895","positive regulation of miRNA transcription","6/43","56/18986",0.107142857142857,47.3073089700997,16.534208095087,2.80084780978611e-09,3.4646492647393e-07,1.82100508550629e-07,"HIF1A/AR/PPARG/TP53/TERT/EGFR",6
"GO:0016053","organic acid biosynthetic process","10/43","334/18986",0.029940119760479,13.2196072970338,10.7345273800283,2.84376136640709e-09,3.4646492647393e-07,1.82100508550629e-07,"HSD17B10/CYP2C9/PTGS2/ALDH1A1/ALOX5/PTGS1/CYP3A4/FABP5/CYP2D6/CYP1A2",10
"GO:0006633","fatty acid biosynthetic process","8/43","165/18986",0.0484848484848485,21.4077519379845,12.5438525491846,3.07253552604123e-09,3.54635284663601e-07,1.86394814460673e-07,"CYP2C9/PTGS2/ALOX5/PTGS1/CYP3A4/FABP5/CYP2D6/CYP1A2",8
"GO:0009410","response to xenobiotic stimulus","11/43","451/18986",0.024390243902439,10.7691435053885,10.003768059919,3.48971012235757e-09,3.80705323653189e-07,2.00097117335178e-07,"TOP1/CYP2C9/TRPA1/PTGS2/CYP3A4/CYP2A6/TP53/CYP2D6/CYP1A2/SLC22A1/EGFR",11
"GO:0042759","long-chain fatty acid biosynthetic process","5/43","27/18986",0.185185185185185,81.7657192075797,20.008585270746,3.64560501446282e-09,3.80705323653189e-07,2.00097117335178e-07,"CYP2C9/ALOX5/CYP3A4/CYP2D6/CYP1A2",5
"GO:0070989","oxidative demethylation","4/43","10/18986",0.4,176.613953488372,26.4649960230232,4.74130592637979e-09,4.72621995297768e-07,2.48408133463439e-07,"CYP2C9/CYP3A4/CYP2D6/CYP1A2",4
"GO:0071453","cellular response to oxygen levels","8/43","178/18986",0.0449438202247191,19.8442644368957,12.0346380179804,5.58762860774241e-09,5.32768240729527e-07,2.80020747161462e-07,"HIF1A/PTGS2/LMNA/PPARD/PPARG/PTPN1/TP53/TERT",8
"GO:2000630","positive regulation of miRNA metabolic process","6/43","67/18986",0.0895522388059701,39.540437348143,15.0563638137956,8.45173910510146e-09,7.72277660728646e-07,4.05905891231847e-07,"HIF1A/AR/PPARG/TP53/TERT/EGFR",6
"GO:0015908","fatty acid transport","7/43","120/18986",0.0583333333333333,25.7562015503876,12.961338912298,9.01307098308296e-09,7.90626586636037e-07,4.15550009535825e-07,"PTGS2/FABP4/FABP5/PPARD/PPARG/PPARA/SLC22A1",7
"GO:0071466","cellular response to xenobiotic stimulus","8/43","198/18986",0.0404040404040404,17.8397932816537,11.3486505739027,1.28813481537917e-08,1.08649217312559e-06,5.71055717749066e-07,"CYP2C9/CYP3A4/CYP2A6/TP53/CYP2D6/CYP1A2/SLC22A1/EGFR",8
"GO:0008210","estrogen metabolic process","5/43","40/18986",0.125,55.1918604651163,16.3463366592848,2.90763311912094e-08,2.33157883604019e-06,1.22546803247846e-06,"HSD17B10/CYP2C9/CYP3A4/CYP2D6/CYP1A2",5
"GO:0070988","demethylation","4/43","15/18986",0.266666666666667,117.742635658915,21.5498950977046,3.05660938044445e-08,2.33157883604019e-06,1.22546803247846e-06,"CYP2C9/CYP3A4/CYP2D6/CYP1A2",4
"GO:0001666","response to hypoxia","9/43","317/18986",0.028391167192429,12.5356907050106,9.86797079240267,3.08325518673805e-08,2.33157883604019e-06,1.22546803247846e-06,"HIF1A/PTGS2/LMNA/PPARD/PPARG/PPARA/PTPN1/TP53/TERT",9
"GO:0008203","cholesterol metabolic process","7/43","148/18986",0.0472972972972973,20.8834066624764,11.5696282669628,3.86413851629461e-08,2.82468525541136e-06,1.48464269310267e-06,"CYP2C9/MAPK1/CYP3A4/PPARD/CYP2D6/CYP1A2/CYP51A1",7
"GO:0036293","response to decreased oxygen levels","9/43","331/18986",0.027190332326284,12.0054802220192,9.62366544230337,4.46831459287778e-08,3.16097222650999e-06,1.66139371110396e-06,"HIF1A/PTGS2/LMNA/PPARD/PPARG/PPARA/PTPN1/TP53/TERT",9
"GO:0008202","steroid metabolic process","9/43","334/18986",0.0269461077844311,11.8976465673305,9.57322789606146,4.82745275452751e-08,3.30831371583713e-06,1.73883577835777e-06,"HSD17B10/CYP2C9/MAPK1/CYP3A4/CYP2A6/PPARD/CYP2D6/CYP1A2/CYP51A1",9
"GO:0016125","sterol metabolic process","7/43","159/18986",0.0440251572327044,19.4386426795378,11.1237724943963,6.33038108330958e-08,4.08309579873468e-06,2.14605798335108e-06,"CYP2C9/MAPK1/CYP3A4/PPARD/CYP2D6/CYP1A2/CYP51A1",7
"GO:1902652","secondary alcohol metabolic process","7/43","159/18986",0.0440251572327044,19.4386426795378,11.1237724943963,6.33038108330958e-08,4.08309579873468e-06,2.14605798335108e-06,"CYP2C9/MAPK1/CYP3A4/PPARD/CYP2D6/CYP1A2/CYP51A1",7
"GO:0070482","response to oxygen levels","9/43","358/18986",0.0251396648044693,11.1000389762245,9.19171599999298,8.7325672336465e-08,5.47157712668193e-06,2.87583793108058e-06,"HIF1A/PTGS2/LMNA/PPARD/PPARG/PPARA/PTPN1/TP53/TERT",9
"GO:0006721","terpenoid metabolic process","6/43","100/18986",0.06,26.4920930232558,12.1772900563589,9.55306274590528e-08,5.81940738938063e-06,3.05865605461002e-06,"CYP2C9/ALDH1A1/CYP3A4/CYP2D6/CYP1A2/EGFR",6
"GO:0015718","monocarboxylic acid transport","7/43","179/18986",0.0391061452513966,17.2667272963492,10.4179456667354,1.42470826572804e-07,8.44428439659892e-06,4.43828037260941e-06,"PTGS2/FABP4/FABP5/PPARD/PPARG/PPARA/SLC22A1",7
"GO:0046456","icosanoid biosynthetic process","5/43","60/18986",0.0833333333333333,36.7945736434108,13.2305698518874,2.33410432712997e-07,1.34702389194632e-05,7.07990093686237e-06,"CYP2C9/PTGS2/ALOX5/PTGS1/FABP5",5
"GO:0006720","isoprenoid metabolic process","6/43","120/18986",0.05,22.0767441860465,11.0349248856749,2.83090523686203e-07,1.59183979088165e-05,8.36664300772988e-06,"CYP2C9/ALDH1A1/CYP3A4/CYP2D6/CYP1A2/EGFR",6
"GO:0009820","alkaloid metabolic process","3/43","7/18986",0.428571428571429,189.229235880399,23.7309205438375,3.76348825429045e-07,2.06333243541474e-05,1.08447885222317e-05,"CYP3A4/CYP2D6/CYP1A2",3
"GO:0006805","xenobiotic metabolic process","6/43","127/18986",0.047244094488189,20.8599157663432,10.6988003014747,3.95962630836779e-07,2.11791719371965e-05,1.11316837167207e-05,"CYP2C9/CYP3A4/CYP2A6/CYP2D6/CYP1A2/SLC22A1",6
"GO:1902894","negative regulation of miRNA transcription","4/43","28/18986",0.142857142857143,63.0764119601329,15.6611811030206,4.48794662062621e-07,2.3433492711984e-05,1.23165452370569e-05,"HIF1A/PPARD/PPARG/PPARA",4
"GO:0045834","positive regulation of lipid metabolic process","6/43","132/18986",0.0454545454545455,20.0697674418605,10.4748004917741,4.97323822431725e-07,2.5363514944018e-05,1.33309568069214e-05,"PTGS2/MAPK1/MAPT/PPARD/PPARG/PPARA",6
"GO:2000629","negative regulation of miRNA metabolic process","4/43","30/18986",0.133333333333333,58.8713178294574,15.1135260304215,5.98722553100989e-07,2.98408763397834e-05,1.56842391302771e-05,"HIF1A/PPARD/PPARG/PPARA",4
"GO:0009755","hormone-mediated signaling pathway","7/43","223/18986",0.031390134529148,13.8598393993117,9.20347815969127,6.31400754545557e-07,3.07702634381868e-05,1.61727210813423e-05,"TSHR/MAPK1/AR/PPARD/PPARG/PPARA/THRB",7
"GO:0019216","regulation of lipid metabolic process","8/43","344/18986",0.0232558139534884,10.2682531097891,8.26505987181469,8.93229600678227e-07,4.25837503105946e-05,2.23818401085277e-05,"PTGS2/MAPK1/MAPT/FABP5/PPARD/PPARG/PPARA/HPGD",8
"GO:0062012","regulation of small molecule metabolic process","8/43","348/18986",0.0229885057471264,10.1502272119754,8.20799334159611,9.74242034653636e-07,4.54577187658601e-05,2.38923858442493e-05,"HIF1A/PTGS2/MAPK1/FABP5/PPARD/PPARG/PPARA/TP53",8
"GO:0042445","hormone metabolic process","7/43","241/18986",0.029045643153527,12.8246646723922,8.80176525245711,1.06258004673555e-06,4.85466258852303e-05,2.55159024380575e-05,"HSD17B10/HIF1A/CYP2C9/ALDH1A1/CYP3A4/CYP2D6/CYP1A2",7
"GO:0072593","reactive oxygen species metabolic process","7/43","242/18986",0.0289256198347107,12.7716701902748,8.78071295155907,1.09240706385292e-06,4.88907896128458e-05,2.56967934461642e-05,"HIF1A/ALOX5/MAPT/PPARA/TP53/CYP1A2/EGFR",7
"GO:0001890","placenta development","6/43","152/18986",0.0394736842105263,17.4290085679315,9.68895671969779,1.13861966454009e-06,4.98954230638274e-05,2.62248245637512e-05,"HIF1A/PTGS2/MAPK1/PPARD/PPARG/EGFR",6
"GO:0062013","positive regulation of small molecule metabolic process","6/43","153/18986",0.0392156862745098,17.3150934792522,9.65363062722226,1.18311080680302e-06,4.98954230638274e-05,2.62248245637512e-05,"HIF1A/PTGS2/MAPK1/PPARD/PPARG/PPARA",6
"GO:2000377","regulation of reactive oxygen species metabolic process","6/43","153/18986",0.0392156862745098,17.3150934792522,9.65363062722226,1.18311080680302e-06,4.98954230638274e-05,2.62248245637512e-05,"HIF1A/ALOX5/MAPT/PPARA/TP53/EGFR",6
"GO:0006066","alcohol metabolic process","8/43","363/18986",0.0220385674931129,9.7307963354475,8.00198065761233,1.33649389897915e-06,5.53005871785144e-05,2.90657560949784e-05,"CYP2C9/ALDH1A1/MAPK1/CYP3A4/PPARD/CYP2D6/CYP1A2/CYP51A1",8
"GO:0016101","diterpenoid metabolic process","5/43","89/18986",0.0561797752808989,24.8053305461197,10.724768756992,1.69009425904361e-06,6.86366057422713e-05,3.60751113772467e-05,"ALDH1A1/CYP3A4/CYP2D6/CYP1A2/EGFR",5
"GO:0010887","negative regulation of cholesterol storage","3/43","11/18986",0.272727272727273,120.418604651163,18.8752447427052,1.76303074183929e-06,7.02968439427921e-05,3.69477255945268e-05,"PPARD/PPARG/PPARA",3
"GO:0045923","positive regulation of fatty acid metabolic process","4/43","40/18986",0.1,44.153488372093,13.0167416822096,1.96406468333426e-06,7.69141759027149e-05,4.04257674483274e-05,"PTGS2/PPARD/PPARG/PPARA",4
"GO:2001233","regulation of apoptotic signaling pathway","8/43","403/18986",0.0198511166253102,8.76496047088695,7.50669909747818,2.90903136267279e-06,0.00011192115400599,5.88252879432447e-05,"HIF1A/PTGS2/LMNA/AR/PPARG/PTPN1/TP53/TERT",8
"GO:0006979","response to oxidative stress","8/43","405/18986",0.0197530864197531,8.72167671547516,7.48375797298864,3.01758574415161e-06,0.000114095957533181,5.99683555325955e-05,"HIF1A/TRPA1/PTGS2/ALOX5/PTGS1/MAPT/TP53/EGFR",8
"GO:0008217","regulation of blood pressure","6/43","190/18986",0.0315789473684211,13.9432068543452,8.54281739272095,4.1586958964591e-06,0.000154576611880251,8.12448172457218e-05,"PTGS2/PTGS1/AR/PPARG/PPARA/PTPN1",6
"GO:0019217","regulation of fatty acid metabolic process","5/43","108/18986",0.0462962962962963,20.4414298018949,9.65333187755002,4.39708096250618e-06,0.000160713309179601,8.44702395428819e-05,"PTGS2/FABP5/PPARD/PPARG/PPARA",5
"GO:0006693","prostaglandin metabolic process","4/43","49/18986",0.0816326530612245,36.0436639772188,11.7021889634897,4.48658220654337e-06,0.000161296307851633,8.47766611935287e-05,"PTGS2/PTGS1/FABP5/HPGD",4
"GO:0006692","prostanoid metabolic process","4/43","50/18986",0.08,35.3227906976744,11.5781353062158,4.86871330838551e-06,0.000172211101375636,9.05134307755879e-05,"PTGS2/PTGS1/FABP5/HPGD",4
"GO:0042572","retinol metabolic process","4/43","52/18986",0.0769230769230769,33.9642218246869,11.3406634484396,5.70455120343333e-06,0.00019857271093856,0.000104368981917452,"ALDH1A1/CYP3A4/CYP2D6/CYP1A2",4
"GO:0015711","organic anion transport","8/43","462/18986",0.0173160173160173,7.64562569213732,6.889768457883,7.94052652455468e-06,0.000272087104192944,0.000143007837901108,"PTGS2/CA4/FABP4/FABP5/PPARD/PPARG/PPARA/SLC22A1",8
"GO:0019373","epoxygenase P450 pathway","3/43","18/18986",0.166666666666667,73.5891472868217,14.679535910202,8.62305735938024e-06,0.000290928689063398,0.000152910895684556,"CYP2C9/CYP2A6/CYP1A2",3
"GO:0019748","secondary metabolic process","4/43","59/18986",0.0677966101694915,29.9345683878597,10.6051611477611,9.48048071635663e-06,0.000315010518348032,0.000165568203898094,"CYP3A4/CYP2A6/CYP2D6/CYP1A2",4
"GO:0010885","regulation of cholesterol storage","3/43","19/18986",0.157894736842105,69.7160342717258,14.2774522012705,1.02237133871839e-05,0.000334635872508869,0.000175883207525002,"PPARD/PPARG/PPARA",3
"GO:0010038","response to metal ion","7/43","345/18986",0.0202898550724638,8.95867880013482,7.10773243576158,1.13013012724982e-05,0.000364466966038067,0.000191562304851169,"HIF1A/PTGS2/MAPT/FABP4/CYP1A2/TERT/EGFR",7
"GO:0046942","carboxylic acid transport","7/43","357/18986",0.0196078431372549,8.65754673962608,6.95895682284423,1.41013160866882e-05,0.000448176611276917,0.000235559742409208,"PTGS2/FABP4/FABP5/PPARD/PPARG/PPARA/SLC22A1",7
"GO:0015849","organic acid transport","7/43","358/18986",0.0195530726256983,8.63336364817461,6.94687524908139,1.43585124651688e-05,0.000449831683373075,0.000236429641343757,"PTGS2/FABP4/FABP5/PPARD/PPARG/PPARA/SLC22A1",7
"GO:0042180","cellular ketone metabolic process","6/43","237/18986",0.0253164556962025,11.1780983220489,7.51219597807702,1.47110083971778e-05,0.000454383681901563,0.00023882215263024,"HSD17B10/PTGS2/FABP5/PPARD/PPARG/PPARA",6
"GO:2001234","negative regulation of apoptotic signaling pathway","6/43","244/18986",0.0245901639344262,10.8574151734655,7.38354870130255,1.73459052861311e-05,0.00052832736517341,0.000277686641642011,"HIF1A/PTGS2/LMNA/AR/PTPN1/TERT",6
"GO:0010888","negative regulation of lipid storage","3/43","23/18986",0.130434782608696,57.5915065722952,12.9382875861742,1.8567737283506e-05,0.000550257403550387,0.000289212977602263,"PPARD/PPARG/PPARA",3
"GO:0060571","morphogenesis of an epithelial fold","3/43","23/18986",0.130434782608696,57.5915065722952,12.9382875861742,1.8567737283506e-05,0.000550257403550387,0.000289212977602263,"HIF1A/AR/EGFR",3
"GO:0033002","muscle cell proliferation","6/43","252/18986",0.0238095238095238,10.5127353266888,7.24278468934344,2.08112526949525e-05,0.000608521028800411,0.000319836094048744,"PTGS2/PPARD/PPARG/HPGD/TERT/EGFR",6
"GO:0030522","intracellular receptor signaling pathway","7/43","384/18986",0.0182291666666667,8.04881298449613,6.64839676188537,2.25480598085248e-05,0.000650630199474932,0.000341968497096047,"MAPK1/AR/FABP5/PPARD/PPARG/PPARA/THRB",7
"GO:0010565","regulation of cellular ketone metabolic process","5/43","153/18986",0.0326797385620915,14.4292445660435,7.94607562672437,2.393330515709e-05,0.000675834438638869,0.000355215739222676,"PTGS2/FABP5/PPARD/PPARG/PPARA",5
"GO:0010878","cholesterol storage","3/43","25/18986",0.12,52.9841860465116,12.3915542461793,2.40378870104112e-05,0.000675834438638869,0.000355215739222676,"PPARD/PPARG/PPARA",3
"GO:0090594","inflammatory response to wounding","3/43","29/18986",0.103448275862069,45.6760224538893,11.4710677119226,3.79484108148483e-05,0.00105342866983497,0.000553677679443823,"HIF1A/ALOX5/PPARG",3
"GO:0001523","retinoid metabolic process","4/43","84/18986",0.0476190476190476,21.0254706533776,8.76362215261941,3.85757379069462e-05,0.00105745741537416,0.00055579517115929,"ALDH1A1/CYP3A4/CYP2D6/CYP1A2",4
"GO:0048660","regulation of smooth muscle cell proliferation","5/43","174/18986",0.028735632183908,12.6877840149693,7.37911817326804,4.43164087327574e-05,0.00119982573272762,0.000630623360134754,"PTGS2/PPARG/HPGD/TERT/EGFR",5
"GO:0001516","prostaglandin biosynthetic process","3/43","31/18986",0.0967741935483871,42.7291822955739,11.078321793564,4.65353850848554e-05,0.0012295433673625,0.000646242823943141,"PTGS2/PTGS1/FABP5",3
"GO:0046457","prostanoid biosynthetic process","3/43","31/18986",0.0967741935483871,42.7291822955739,11.078321793564,4.65353850848554e-05,0.0012295433673625,0.000646242823943141,"PTGS2/PTGS1/FABP5",3
"GO:0048659","smooth muscle cell proliferation","5/43","178/18986",0.0280898876404494,12.4026652730598,7.28216001537262,4.93844972235828e-05,0.00128711213049633,0.000676500723783083,"PTGS2/PPARG/HPGD/TERT/EGFR",5
"GO:0110030","regulation of G2/MI transition of meiotic cell cycle","2/43","5/18986",0.4,176.613953488372,18.7111132119222,4.98880670735013e-05,0.00128711213049633,0.000676500723783083,"CDC25A/CDC25B",2
"GO:0141193","nuclear receptor-mediated signaling pathway","5/43","180/18986",0.0277777777777778,12.264857881137,7.23483952511577,5.20810512943846e-05,0.00132806680800681,0.000698026330077737,"MAPK1/AR/FABP5/PPARG/THRB",5
"GO:0048511","rhythmic process","6/43","299/18986",0.020066889632107,8.86023178035312,6.5270404303057,5.41779006858325e-05,0.00136565673797736,0.000717783439213389,"TOP1/CA12/PPARG/PPARA/TP53/EGFR",6
"GO:0043434","response to peptide hormone","7/43","446/18986",0.015695067264574,6.92991969965585,6.03776945137574,5.83997440333731e-05,0.00143899594005828,0.000756330215452911,"TSHR/PTGS2/MAPK1/PPARG/PPARA/PTPN1/PKM",7
"GO:0051223","regulation of protein transport","7/43","446/18986",0.015695067264574,6.92991969965585,6.03776945137574,5.83997440333731e-05,0.00143899594005828,0.000756330215452911,"HIF1A/PTGS2/ALOX5/PPARG/PTPN1/CYP51A1/EGFR",7
"GO:0001659","temperature homeostasis","5/43","185/18986",0.027027027027027,11.9333752357008,7.11975077967488,5.93220467496177e-05,0.00144548053913235,0.000759738493460016,"TSHR/PTGS2/ALDH1A1/FABP4/FABP5",5
"GO:0010614","negative regulation of cardiac muscle hypertrophy","3/43","35/18986",0.0857142857142857,37.8458471760797,10.3949319773619,6.73319099419202e-05,0.00162262503849045,0.000852844897471401,"LMNA/PPARG/PPARA",3
"GO:0030258","lipid modification","5/43","191/18986",0.0261780104712042,11.5585048094484,6.98735952050219,6.90123190660205e-05,0.00164504364904112,0.000864628024911812,"HSD17B10/ALOX5/CYP3A4/PPARD/PPARA",5
"GO:0006869","lipid transport","7/43","459/18986",0.0152505446623094,6.73364746415362,5.92447576887963,6.99659661618009e-05,0.00164984262142827,0.000867150344619944,"PTGS2/FABP4/FABP5/PPARD/PPARG/PPARA/SLC22A1",7
"GO:0010891","negative regulation of sequestering of triglyceride","2/43","6/18986",0.333333333333333,147.178294573643,17.061828050481,7.47244022044156e-05,0.00174330440462004,0.000916273464880572,"PPARG/PPARA",2
"GO:0048661","positive regulation of smooth muscle cell proliferation","4/43","101/18986",0.0396039603960396,17.4865300483537,7.91492127722212,7.938228733749e-05,0.00177712880597274,0.000934051428007847,"PTGS2/HPGD/TERT/EGFR",4
"GO:0010661","positive regulation of muscle cell apoptotic process","3/43","37/18986",0.0810810810810811,35.8001257071025,10.0949384599073,7.96822160450266e-05,0.00177712880597274,0.000934051428007847,"PPARG/PTPN1/TP53",3
"GO:0014741","negative regulation of muscle hypertrophy","3/43","37/18986",0.0810810810810811,35.8001257071025,10.0949384599073,7.96822160450266e-05,0.00177712880597274,0.000934051428007847,"LMNA/PPARG/PPARA",3
"GO:0006006","glucose metabolic process","5/43","197/18986",0.0253807106598985,11.2064691299728,6.86075570033253,7.98817181616804e-05,0.00177712880597274,0.000934051428007847,"FABP5/PPARD/PPARA/TP53/PKM",5
"GO:0062197","cellular response to chemical stress","6/43","321/18986",0.0186915887850467,8.25298848076505,6.24411158771017,8.02260610083453e-05,0.00177712880597274,0.000934051428007847,"HIF1A/TRPA1/PTGS2/ALOX5/MAPT/TP53",6
"GO:0034308","primary alcohol metabolic process","4/43","103/18986",0.0388349514563107,17.1469857755701,7.82870137694292,8.56790382607535e-05,0.00187894130905832,0.000987563651531843,"ALDH1A1/CYP3A4/CYP2D6/CYP1A2",4
"GO:0042327","positive regulation of phosphorylation","7/43","479/18986",0.0146137787056367,6.45249308151673,5.75850855416464,9.13768696529594e-05,0.00198405420939544,0.00104281054997385,"PTGS2/MAPK1/AR/MAPT/PTPN1/TP53/EGFR",7
"GO:1901992","positive regulation of mitotic cell cycle phase transition","4/43","105/18986",0.0380952380952381,16.8203765227021,7.74486973876284,9.23316882644468e-05,0.00198513129768561,0.00104337666305025,"TERT/CDC25A/CDC25B/EGFR",4
"GO:0050673","epithelial cell proliferation","7/43","482/18986",0.0145228215767635,6.41233233619608,5.73443077104168,9.50066488316159e-05,0.00202281146492945,0.00106318120051732,"HIF1A/MAPK1/ALOX5/AR/PPARD/PPARG/EGFR",7
"GO:0007623","circadian rhythm","5/43","206/18986",0.0242718446601942,10.7168661097313,6.68078020189926,9.860752249256e-05,0.00206386240052551,0.00108475739965701,"TOP1/PPARG/PPARA/TP53/EGFR",5
"GO:0006730","one-carbon metabolic process","3/43","40/18986",0.075,33.1151162790698,9.68714670513437,0.000100841969477844,0.00206386240052551,0.00108475739965701,"CA4/CA7/CA12",3
"GO:0008315","G2/MI transition of meiotic cell cycle","2/43","7/18986",0.285714285714286,126.152823920266,15.7785888382177,0.000104463623556011,0.00206386240052551,0.00108475739965701,"CDC25A/CDC25B",2
"GO:0009698","phenylpropanoid metabolic process","2/43","7/18986",0.285714285714286,126.152823920266,15.7785888382177,0.000104463623556011,0.00206386240052551,0.00108475739965701,"CYP2A6/CYP2D6",2
"GO:0009804","coumarin metabolic process","2/43","7/18986",0.285714285714286,126.152823920266,15.7785888382177,0.000104463623556011,0.00206386240052551,0.00108475739965701,"CYP2A6/CYP2D6",2
"GO:0043385","mycotoxin metabolic process","2/43","7/18986",0.285714285714286,126.152823920266,15.7785888382177,0.000104463623556011,0.00206386240052551,0.00108475739965701,"CYP3A4/CYP1A2",2
"GO:0046222","aflatoxin metabolic process","2/43","7/18986",0.285714285714286,126.152823920266,15.7785888382177,0.000104463623556011,0.00206386240052551,0.00108475739965701,"CYP3A4/CYP1A2",2
"GO:1901376","organic heteropentacyclic compound metabolic process","2/43","7/18986",0.285714285714286,126.152823920266,15.7785888382177,0.000104463623556011,0.00206386240052551,0.00108475739965701,"CYP3A4/CYP1A2",2
"GO:0048545","response to steroid hormone","6/43","340/18986",0.0176470588235294,7.79179206566347,6.0206883698618,0.000110018995100485,0.00215421121656574,0.00113224435747209,"PTGS2/MAPK1/AR/PPARD/PPARA/EGFR",6
"GO:0071383","cellular response to steroid hormone stimulus","5/43","213/18986",0.0234741784037559,10.3646686319467,6.54832951282451,0.000115372961028827,0.00223905224368334,0.0011768364445884,"MAPK1/AR/PPARD/PPARA/EGFR",5
"GO:0010821","regulation of mitochondrion organization","4/43","114/18986",0.0350877192982456,15.4924520603835,7.39435816730234,0.000126999855331192,0.00242183202383742,0.00127290472849112,"LMNA/MAPT/PPARG/TP53",4
"GO:0034440","lipid oxidation","4/43","114/18986",0.0350877192982456,15.4924520603835,7.39435816730234,0.000126999855331192,0.00242183202383742,0.00127290472849112,"HSD17B10/ALOX5/PPARD/PPARA",4
